"Start Time","Tue Nov 22 09:14:24 2011","09:14:23 minus 115 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5775,"hinge",0,2404,"<timeout>",1
8182,"germ",0,2404,"<timeout>",1
10590,"shrine",0,2403,"<timeout>",1
12997,"germ",2,786,"3",1
15406,"shrine",2,2404,"<timeout>",0
17814,"sulphur",0,2404,"<timeout>",0
20221,"germ",3,748,"3",0
22630,"producer",0,2405,"<timeout>",0
25039,"sulphur",3,2403,"<timeout>",0
27446,"bush",0,2403,"<timeout>",0
29853,"hinge",0,747,"3",1
32262,"cocktail",0,2404,"<timeout>",0
34670,"bush",3,2403,"<timeout>",0
37076,"hunting",0,2404,"<timeout>",0
39484,"shrine",0,852,"3",1
41892,"germ",0,2405,"<timeout>",0
44300,"germ",1,2404,"<timeout>",0
46708,"producer",0,2403,"<timeout>",0
49115,"producer",1,485,"3",1
51524,"germ",3,2405,"<timeout>",0
53931,"cocktail",0,2403,"<timeout>",0
56338,"producer",3,454,"1",1
58747,"sulphur",0,2404,"<timeout>",0
61155,"cocktail",3,2403,"<timeout>",0
63561,"producer",3,2403,"<timeout>",0
65968,"producer",1,1176,"3",1
68377,"cocktail",3,2404,"<timeout>",0
70785,"hunting",0,2403,"<timeout>",0
73192,"producer",3,2404,"<timeout>",0
75598,"hunting",2,1115,"3",1
78008,"germ",0,2404,"<timeout>",0
80416,"hunting",2,2403,"<timeout>",0
82823,"cocktail",0,1010,"3",1
85232,"germ",3,2404,"<timeout>",0
87639,"hunting",3,2405,"<timeout>",0
90047,"hinge",0,914,"3",1
92457,"bush",0,2404,"<timeout>",0
94864,"hunting",3,2404,"<timeout>",0
97272,"producer",0,2405,"<timeout>",0
99679,"bush",3,691,"1",1
102089,"bush",1,2404,"<timeout>",0
104497,"shrine",0,2403,"<timeout>",0
106903,"shrine",1,994,"3",1
109313,"hunting",0,2405,"<timeout>",0
111721,"hinge",0,2404,"<timeout>",0
114128,"germ",0,746,"3",1
116538,"hinge",2,2404,"<timeout>",0
118945,"sulphur",0,2404,"<timeout>",0
121353,"hinge",2,1201,"3",1
123762,"sulphur",2,2404,"<timeout>",0
126170,"germ",0,2403,"<timeout>",0
128576,"hinge",3,2404,"<timeout>",0
130983,"bush",0,2403,"<timeout>",0
133389,"bush",1,405,"3",1
135798,"hinge",3,2404,"<timeout>",0
138206,"producer",0,2403,"<timeout>",0
140612,"bush",3,542,"1",1
143020,"hunting",0,2405,"<timeout>",0
145428,"hinge",0,2404,"<timeout>",0
147835,"shrine",0,2404,"<timeout>",0
150243,"hunting",3,744,"1",1
152652,"hinge",3,2404,"<timeout>",0
155059,"shrine",3,2403,"<timeout>",0
157466,"sulphur",0,2403,"<timeout>",0
159872,"sulphur",1,1027,"3",1
162282,"shrine",3,2404,"<timeout>",0
164690,"bush",0,2404,"<timeout>",0
167097,"sulphur",3,2404,"<timeout>",0
169504,"cocktail",0,924,"3",1
171914,"cocktail",1,2404,"<timeout>",0
174322,"sulphur",3,2403,"<timeout>",0
176728,"shrine",0,932,"3",1
179137,"cocktail",3,2404,"<timeout>",0
181545,"cocktail",1,2403,"<timeout>",0
183951,"shrine",3,2404,"<timeout>",0
