"Start Time","Fri Nov 25 13:07:44 2011","13:07:43 minus 79 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
8822,"hinge",0,2404,"<timeout>",1
11230,"germ",0,2404,"<timeout>",1
13638,"shrine",0,2404,"<timeout>",1
16046,"germ",2,439,"3",1
18454,"shrine",2,1182,"3",1
20864,"sulphur",0,1317,"3",1
23275,"germ",3,2002,"1",1
25684,"producer",0,953,"3",1
28094,"sulphur",3,1519,"3",0
30504,"bush",0,2221,"3",1
32912,"hinge",0,1758,"1",0
35322,"cocktail",0,1155,"3",1
37733,"bush",3,1400,"1",1
40143,"hunting",0,1599,"3",1
42552,"shrine",0,1677,"1",0
44962,"germ",0,1227,"3",1
47372,"germ",1,1433,"3",1
49781,"producer",0,1593,"3",1
52192,"producer",1,1718,"3",1
54601,"germ",3,1397,"1",1
57011,"cocktail",0,1403,"3",1
59422,"producer",3,1936,"1",1
61830,"sulphur",0,1984,"3",1
64239,"cocktail",3,2143,"3",0
66647,"producer",3,1935,"1",1
69056,"producer",1,1334,"3",1
71466,"cocktail",3,1852,"3",0
73877,"hunting",0,1097,"3",1
76287,"producer",3,743,"1",1
78697,"hunting",2,1166,"1",0
81107,"germ",0,1508,"1",0
83517,"hunting",2,2405,"<timeout>",0
85925,"cocktail",0,867,"3",1
88335,"germ",3,1240,"3",0
90745,"hunting",3,854,"1",1
93154,"hinge",0,1165,"3",1
95563,"bush",0,1284,"3",1
97972,"hunting",3,667,"1",1
100381,"producer",0,1291,"3",1
102791,"bush",3,1176,"1",1
105200,"bush",1,1056,"3",1
107609,"shrine",0,1486,"3",1
110019,"shrine",1,1372,"3",1
112428,"hunting",0,1364,"1",0
114839,"hinge",0,1625,"3",1
117249,"germ",0,1127,"1",0
119659,"hinge",2,2246,"1",0
122068,"sulphur",0,924,"3",1
124478,"hinge",2,1978,"1",0
126886,"sulphur",2,1778,"3",1
129297,"germ",0,1601,"3",1
131707,"hinge",3,1477,"3",0
134116,"bush",0,932,"3",1
136525,"bush",1,892,"3",1
138934,"hinge",3,619,"1",1
141343,"producer",0,873,"3",1
143754,"bush",3,1375,"1",1
146164,"hunting",0,837,"3",1
148573,"hinge",0,876,"3",1
150982,"shrine",0,899,"3",1
153392,"hunting",3,1784,"1",1
155801,"hinge",3,1127,"1",1
158212,"shrine",3,701,"1",1
160622,"sulphur",0,548,"3",1
163031,"sulphur",1,1010,"3",1
165441,"shrine",3,1056,"1",1
167851,"bush",0,790,"3",1
170260,"sulphur",3,1038,"1",1
172671,"cocktail",0,1242,"3",1
175082,"cocktail",1,767,"3",1
177492,"sulphur",3,1269,"1",1
179902,"shrine",0,1067,"3",1
182311,"cocktail",3,1042,"1",1
184720,"cocktail",1,801,"1",0
187131,"shrine",3,1495,"3",0
