"Start Time","Wed Nov 23 11:07:26 2011","11:07:25 minus 79 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5092,"hinge",0,1334,"3",1
7502,"germ",0,845,"3",1
9912,"shrine",0,516,"3",1
12321,"germ",2,594,"1",0
14732,"shrine",2,1521,"1",0
17142,"sulphur",0,542,"3",1
19553,"germ",3,1787,"3",0
21963,"producer",0,1320,"3",1
24374,"sulphur",3,1798,"1",1
26783,"bush",0,1452,"3",1
29193,"hinge",0,1234,"3",1
31603,"cocktail",0,752,"3",1
34010,"bush",3,770,"1",1
36421,"hunting",0,735,"3",1
38830,"shrine",0,862,"3",1
41239,"germ",0,1029,"3",1
43649,"germ",1,1419,"3",1
46058,"producer",0,1242,"3",1
48468,"producer",1,1064,"3",1
50878,"germ",3,902,"3",0
53287,"cocktail",0,765,"3",1
55697,"producer",3,795,"1",1
58107,"sulphur",0,570,"3",1
60516,"cocktail",3,1296,"1",1
62925,"producer",3,1112,"3",0
65336,"producer",1,1020,"3",1
67746,"cocktail",3,1699,"1",1
70156,"hunting",0,641,"3",1
72566,"producer",3,1566,"3",0
74976,"hunting",2,1853,"3",1
77385,"germ",0,724,"3",1
79794,"hunting",2,859,"1",0
82204,"cocktail",0,1273,"3",1
84614,"germ",3,1023,"3",0
87024,"hunting",3,877,"3",0
89434,"hinge",0,732,"3",1
91843,"bush",0,1026,"3",1
94255,"hunting",3,1079,"3",0
96664,"producer",0,1109,"3",1
99074,"bush",3,814,"1",1
101484,"bush",1,1457,"3",1
103893,"shrine",0,1488,"3",1
106303,"shrine",1,926,"3",1
108715,"hunting",0,691,"3",1
111124,"hinge",0,642,"3",1
113534,"germ",0,752,"3",1
115944,"hinge",2,798,"3",1
118353,"sulphur",0,717,"3",1
120763,"hinge",2,1179,"1",0
123173,"sulphur",2,633,"3",1
125582,"germ",0,760,"3",1
127991,"hinge",3,1295,"1",1
130400,"bush",0,838,"3",1
132810,"bush",1,1212,"3",1
135219,"hinge",3,1299,"3",0
137630,"producer",0,1745,"3",1
140039,"bush",3,1408,"3",0
142449,"hunting",0,1014,"3",1
144859,"hinge",0,812,"3",1
147268,"shrine",0,578,"3",1
149677,"hunting",3,1226,"3",0
152087,"hinge",3,1704,"3",0
154496,"shrine",3,1054,"3",0
156905,"sulphur",0,706,"3",1
159315,"sulphur",1,733,"3",1
161725,"shrine",3,1034,"3",0
164134,"bush",0,945,"3",1
166545,"sulphur",3,1262,"1",1
168954,"cocktail",0,654,"3",1
171364,"cocktail",1,892,"3",1
173773,"sulphur",3,1042,"3",0
176182,"shrine",0,613,"3",1
178591,"cocktail",3,880,"1",1
181001,"cocktail",1,1087,"3",1
183410,"shrine",3,2404,"<timeout>",0
