Start Time,Thu Nov 24 08-10-46 2011,Offset,08:10:47 minus 1037 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 7, 2, 1, 2, 15395, 190, 5004,
001,2,2, 3, 4, 3, 10, 0, 2, 1, 1, 21074, 5003, 5003,
001,2,3, 7, 1, 5, 13, 0, 2, 1, 1, 26753, 5003, 5003,
001,2,4, 1, 4, 5, 10, 10, 1, 1, 3, 32433, 3864, 5003,
001,2,5, 5, 6, 7, 18, 0, 2, 1, 1, 38060, 5003, 5003,
001,2,6, 4, 4, 9, 17, 8, 2, 1, 2, 43739, 3590, 5002,
001,2,7, 4, 3, 9, 16, 1, 2, 1, 2, 49417, 4736, 5004,
001,2,8, 9, 1, 1, 11, 11, 1, 1, 3, 55096, 1753, 5003,
001,2,9, 4, 9, 9, 22, 0, 2, 1, 1, 60774, 5003, 5003,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 66451, 3958, 4481,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 72123, 3439, 3791,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 77795, 3118, 3640,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 2, 83467, 2544, 3208,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 89139, 1888, 2472,
001,2,15, 7, 1, 5, 13, 0, 2, 1, 1, 94813, 5003, 5003,
001,2,16, 2, 6, 7, 15, 0, 2, 1, 1, 100490, 5003, 5003,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 3, 106168, 2468, 3028,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 1, 111841, 2993, 3234,
001,2,19, 7, 6, 7, 20, 0, 2, 1, 1, 117512, 5003, 5003,
001,2,20, 9, 2, 3, 14, 0, 2, 1, 1, 123190, 5003, 5003,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 128817, 2755, 3147,
001,2,22, 4, 1, 4, 9, 9, 1, 0, 1, 134489, 2378, 2579,
001,2,23, 6, 3, 9, 18, 13, 0, 0, 2, 140160, 2277, 2915,
001,2,24, 8, 9, 2, 19, 0, 2, 1, 1, 145834, 5003, 5003,
001,2,25, 6, 3, 9, 18, 0, 2, 1, 1, 151512, 5003, 5003,
001,2,26, 9, 4, 7, 20, 0, 2, 1, 1, 157190, 5003, 5003,
001,2,27, 5, 2, 2, 9, 21, 0, 0, 2, 162869, 175, 775,
001,2,28, 4, 7, 9, 20, 0, 2, 1, 1, 168541, 5003, 5003,
001,2,29, 3, 4, 5, 12, 0, 2, 1, 1, 174220, 5003, 5003,
001,2,30, 1, 4, 9, 14, 18, 0, 0, 2, 179898, 2956, 3964,
001,2,31, 9, 4, 5, 18, 0, 2, 1, 1, 185570, 5002, 5002,
001,2,32, 7, 7, 8, 22, 0, 2, 1, 1, 191248, 5003, 5003,
001,2,33, 4, 1, 4, 9, 6, 2, 1, 2, 196926, 2663, 5004,
001,2,34, 2, 6, 4, 12, 1, 2, 1, 2, 202605, 4841, 5002,
001,2,35, 9, 8, 3, 20, 0, 2, 1, 1, 208282, 5003, 5003,
001,2,36, 4, 3, 3, 10, 6, 2, 1, 2, 213960, 3821, 5002,
